resno,state,pc,psu_id,age,women,voted,list_activities,vio_mobilize,vio_demobilize,treatment,control_treat,control_mob,control_demob,contested,bjp_strong,tmc_strong,winner_pc,runnerup_pc,winner_vote,runnerup_vote,margin_pc
1,WEST BENGAL,BIRBHUM,1,67,0,1,4,0,0,0,0,0,0,1,0,0,TMC,BJP,45.13,38.99,6.14
2,WEST BENGAL,BIRBHUM,1,30,1,1,2,0,0,0,0,0,0,1,0,0,TMC,BJP,45.13,38.99,6.14
3,WEST BENGAL,BIRBHUM,1,60,0,1,3,0,0,1,1,1,,1,0,0,TMC,BJP,45.13,38.99,6.14
4,WEST BENGAL,BIRBHUM,1,36,0,1,3,0,0,0,0,0,0,1,0,0,TMC,BJP,45.13,38.99,6.14
5,WEST BENGAL,BIRBHUM,1,48,0,1,4,0,0,2,1,,1,1,0,0,TMC,BJP,45.13,38.99,6.14
6,WEST BENGAL,BIRBHUM,1,35,1,1,4,0,0,2,1,,1,1,0,0,TMC,BJP,45.13,38.99,6.14
7,WEST BENGAL,BIRBHUM,1,32,0,1,4,0,0,1,1,1,,1,0,0,TMC,BJP,45.13,38.99,6.14
8,WEST BENGAL,BIRBHUM,1,65,1,1,4,0,0,2,1,,1,1,0,0,TMC,BJP,45.13,38.99,6.14
9,WEST BENGAL,BIRBHUM,1,40,1,1,2,0,0,1,1,1,,1,0,0,TMC,BJP,45.13,38.99,6.14
10,WEST BENGAL,BIRBHUM,1,40,1,1,3,0,0,0,0,0,0,1,0,0,TMC,BJP,45.13,38.99,6.14
11,WEST BENGAL,BIRBHUM,1,25,1,0,2,0,0,1,1,1,,1,0,0,TMC,BJP,45.13,38.99,6.14
12,WEST BENGAL,BIRBHUM,1,37,0,1,,0,0,2,1,,1,1,0,0,TMC,BJP,45.13,38.99,6.14
13,WEST BENGAL,BIRBHUM,2,19,1,1,2,0,0,2,1,,1,1,0,0,TMC,BJP,45.13,38.99,6.14
14,WEST BENGAL,BIRBHUM,2,19,0,1,3,0,0,1,1,1,,1,0,0,TMC,BJP,45.13,38.99,6.14
15,WEST BENGAL,BIRBHUM,2,40,0,1,3,0,0,0,0,0,0,1,0,0,TMC,BJP,45.13,38.99,6.14
16,WEST BENGAL,BIRBHUM,2,24,0,1,4,0,0,2,1,,1,1,0,0,TMC,BJP,45.13,38.99,6.14
17,WEST BENGAL,BIRBHUM,2,50,1,0,2,0,0,0,0,0,0,1,0,0,TMC,BJP,45.13,38.99,6.14
18,WEST BENGAL,BIRBHUM,2,20,1,1,3,0,0,0,0,0,0,1,0,0,TMC,BJP,45.13,38.99,6.14
19,WEST BENGAL,BIRBHUM,2,37,1,1,4,0,0,1,1,1,,1,0,0,TMC,BJP,45.13,38.99,6.14
20,WEST BENGAL,BIRBHUM,2,68,1,1,5,0,0,2,1,,1,1,0,0,TMC,BJP,45.13,38.99,6.14
21,WEST BENGAL,BIRBHUM,2,27,1,1,3,0,0,1,1,1,,1,0,0,TMC,BJP,45.13,38.99,6.14
22,WEST BENGAL,BIRBHUM,2,31,0,1,3,0,0,0,0,0,0,1,0,0,TMC,BJP,45.13,38.99,6.14
23,WEST BENGAL,BIRBHUM,2,27,0,1,2,0,0,2,1,,1,1,0,0,TMC,BJP,45.13,38.99,6.14
24,WEST BENGAL,BIRBHUM,2,18,0,1,4,0,0,1,1,1,,1,0,0,TMC,BJP,45.13,38.99,6.14
25,WEST BENGAL,BOLPUR (SC),3,24,1,1,,1,1,0,0,0,0,0,0,1,TMC,BJP,47.85,40.57,7.28
26,WEST BENGAL,BOLPUR (SC),3,45,0,1,2,0,,1,1,1,,0,0,1,TMC,BJP,47.85,40.57,7.28
27,WEST BENGAL,BOLPUR (SC),3,48,0,1,4,0,0,2,1,,1,0,0,1,TMC,BJP,47.85,40.57,7.28
28,WEST BENGAL,BOLPUR (SC),3,18,0,1,,0,0,0,0,0,0,0,0,1,TMC,BJP,47.85,40.57,7.28
29,WEST BENGAL,BOLPUR (SC),3,53,0,0,3,0,,1,1,1,,0,0,1,TMC,BJP,47.85,40.57,7.28
30,WEST BENGAL,BOLPUR (SC),3,32,1,0,3,,,0,0,0,0,0,0,1,TMC,BJP,47.85,40.57,7.28
31,WEST BENGAL,BOLPUR (SC),3,86,1,1,2,0,1,2,1,,1,0,0,1,TMC,BJP,47.85,40.57,7.28
32,WEST BENGAL,BOLPUR (SC),3,48,1,0,,1,1,1,1,1,,0,0,1,TMC,BJP,47.85,40.57,7.28
33,WEST BENGAL,BOLPUR (SC),3,36,1,,3,0,0,2,1,,1,0,0,1,TMC,BJP,47.85,40.57,7.28
34,WEST BENGAL,BOLPUR (SC),3,51,0,1,5,,,2,1,,1,0,0,1,TMC,BJP,47.85,40.57,7.28
35,WEST BENGAL,BOLPUR (SC),3,42,1,,3,,,0,0,0,0,0,0,1,TMC,BJP,47.85,40.57,7.28
36,WEST BENGAL,BOLPUR (SC),3,32,0,1,0,0,,1,1,1,,0,0,1,TMC,BJP,47.85,40.57,7.28
37,WEST BENGAL,BOLPUR (SC),4,37,1,1,2,0,0,0,0,0,0,0,0,1,TMC,BJP,47.85,40.57,7.28
38,WEST BENGAL,BOLPUR (SC),4,37,0,1,3,0,0,2,1,,1,0,0,1,TMC,BJP,47.85,40.57,7.28
39,WEST BENGAL,BOLPUR (SC),4,71,0,1,4,0,0,0,0,0,0,0,0,1,TMC,BJP,47.85,40.57,7.28
40,WEST BENGAL,BOLPUR (SC),4,20,1,1,4,0,0,2,1,,1,0,0,1,TMC,BJP,47.85,40.57,7.28
41,WEST BENGAL,BOLPUR (SC),4,18,1,1,4,0,0,2,1,,1,0,0,1,TMC,BJP,47.85,40.57,7.28
42,WEST BENGAL,BOLPUR (SC),4,53,0,1,4,0,0,1,1,1,,0,0,1,TMC,BJP,47.85,40.57,7.28
43,WEST BENGAL,BOLPUR (SC),4,23,0,1,3,0,0,1,1,1,,0,0,1,TMC,BJP,47.85,40.57,7.28
44,WEST BENGAL,BOLPUR (SC),4,19,1,1,,0,0,0,0,0,0,0,0,1,TMC,BJP,47.85,40.57,7.28
45,WEST BENGAL,BOLPUR (SC),4,18,0,1,4,0,0,1,1,1,,0,0,1,TMC,BJP,47.85,40.57,7.28
46,WEST BENGAL,BOLPUR (SC),4,29,0,1,4,0,0,0,0,0,0,0,0,1,TMC,BJP,47.85,40.57,7.28
47,WEST BENGAL,BOLPUR (SC),4,25,1,1,,1,0,2,1,,1,0,0,1,TMC,BJP,47.85,40.57,7.28
48,WEST BENGAL,BOLPUR (SC),4,39,1,0,,0,0,1,1,1,,0,0,1,TMC,BJP,47.85,40.57,7.28
49,WEST BENGAL,BIRBHUM,5,42,1,0,3,0,,1,1,1,,1,0,0,TMC,BJP,45.13,38.99,6.14
50,WEST BENGAL,BIRBHUM,5,32,0,1,,1,0,2,1,,1,1,0,0,TMC,BJP,45.13,38.99,6.14
51,WEST BENGAL,BIRBHUM,5,51,0,,,,,0,0,0,0,1,0,0,TMC,BJP,45.13,38.99,6.14
52,WEST BENGAL,BIRBHUM,5,42,0,0,3,,,1,1,1,,1,0,0,TMC,BJP,45.13,38.99,6.14
53,WEST BENGAL,BIRBHUM,5,36,0,,2,0,,0,0,0,0,1,0,0,TMC,BJP,45.13,38.99,6.14
54,WEST BENGAL,BIRBHUM,5,79,1,1,,1,0,1,1,1,,1,0,0,TMC,BJP,45.13,38.99,6.14
55,WEST BENGAL,BIRBHUM,5,37,1,0,3,0,0,0,0,0,0,1,0,0,TMC,BJP,45.13,38.99,6.14
56,WEST BENGAL,BIRBHUM,5,48,0,1,4,0,0,2,1,,1,1,0,0,TMC,BJP,45.13,38.99,6.14
57,WEST BENGAL,BIRBHUM,5,62,0,1,5,0,0,2,1,,1,1,0,0,TMC,BJP,45.13,38.99,6.14
58,WEST BENGAL,BIRBHUM,5,22,1,1,,1,0,1,1,1,,1,0,0,TMC,BJP,45.13,38.99,6.14
59,WEST BENGAL,BIRBHUM,5,24,1,1,,,,0,0,0,0,1,0,0,TMC,BJP,45.13,38.99,6.14
60,WEST BENGAL,BIRBHUM,5,44,1,1,,0,0,2,1,,1,1,0,0,TMC,BJP,45.13,38.99,6.14
61,WEST BENGAL,BOLPUR (SC),6,38,1,1,4,0,0,0,0,0,0,0,0,1,TMC,BJP,47.85,40.57,7.28
62,WEST BENGAL,BOLPUR (SC),6,20,0,1,,0,0,2,1,,1,0,0,1,TMC,BJP,47.85,40.57,7.28
63,WEST BENGAL,BOLPUR (SC),6,42,1,0,3,0,0,1,1,1,,0,0,1,TMC,BJP,47.85,40.57,7.28
64,WEST BENGAL,BOLPUR (SC),6,32,0,,3,,,1,1,1,,0,0,1,TMC,BJP,47.85,40.57,7.28
65,WEST BENGAL,BOLPUR (SC),6,42,0,1,4,,,1,1,1,,0,0,1,TMC,BJP,47.85,40.57,7.28
66,WEST BENGAL,BOLPUR (SC),6,37,0,1,4,,,2,1,,1,0,0,1,TMC,BJP,47.85,40.57,7.28
67,WEST BENGAL,BOLPUR (SC),6,31,1,1,,0,0,0,0,0,0,0,0,1,TMC,BJP,47.85,40.57,7.28
68,WEST BENGAL,BOLPUR (SC),6,24,1,0,,0,0,0,0,0,0,0,0,1,TMC,BJP,47.85,40.57,7.28
69,WEST BENGAL,BOLPUR (SC),6,32,1,1,2,0,0,2,1,,1,0,0,1,TMC,BJP,47.85,40.57,7.28
70,WEST BENGAL,BOLPUR (SC),6,44,0,1,,1,0,1,1,1,,0,0,1,TMC,BJP,47.85,40.57,7.28
71,WEST BENGAL,BOLPUR (SC),6,18,0,1,,1,1,2,1,,1,0,0,1,TMC,BJP,47.85,40.57,7.28
72,WEST BENGAL,BOLPUR (SC),6,36,1,0,3,0,0,0,0,0,0,0,0,1,TMC,BJP,47.85,40.57,7.28
73,WEST BENGAL,BOLPUR (SC),7,32,0,1,3,0,0,0,0,0,0,0,0,1,TMC,BJP,47.85,40.57,7.28
74,WEST BENGAL,BOLPUR (SC),7,26,0,1,3,0,0,2,1,,1,0,0,1,TMC,BJP,47.85,40.57,7.28
75,WEST BENGAL,BOLPUR (SC),7,22,1,1,3,0,0,1,1,1,,0,0,1,TMC,BJP,47.85,40.57,7.28
76,WEST BENGAL,BOLPUR (SC),7,31,0,1,4,0,0,0,0,0,0,0,0,1,TMC,BJP,47.85,40.57,7.28
77,WEST BENGAL,BOLPUR (SC),7,19,1,1,2,0,0,0,0,0,0,0,0,1,TMC,BJP,47.85,40.57,7.28
78,WEST BENGAL,BOLPUR (SC),7,25,1,1,3,0,0,1,1,1,,0,0,1,TMC,BJP,47.85,40.57,7.28
79,WEST BENGAL,BOLPUR (SC),7,34,1,1,4,0,0,2,1,,1,0,0,1,TMC,BJP,47.85,40.57,7.28
80,WEST BENGAL,BOLPUR (SC),7,20,0,1,3,0,0,1,1,1,,0,0,1,TMC,BJP,47.85,40.57,7.28
81,WEST BENGAL,BOLPUR (SC),7,27,1,,3,1,1,2,1,,1,0,0,1,TMC,BJP,47.85,40.57,7.28
82,WEST BENGAL,BOLPUR (SC),7,21,0,1,2,0,0,2,1,,1,0,0,1,TMC,BJP,47.85,40.57,7.28
83,WEST BENGAL,BOLPUR (SC),7,32,0,1,3,0,0,0,0,0,0,0,0,1,TMC,BJP,47.85,40.57,7.28
84,WEST BENGAL,BOLPUR (SC),7,19,1,1,4,0,0,1,1,1,,0,0,1,TMC,BJP,47.85,40.57,7.28
85,WEST BENGAL,BIRBHUM,8,49,1,0,3,,0,2,1,,1,1,0,0,TMC,BJP,45.13,38.99,6.14
86,WEST BENGAL,BIRBHUM,8,27,0,1,,0,0,1,1,1,,1,0,0,TMC,BJP,45.13,38.99,6.14
87,WEST BENGAL,BIRBHUM,8,19,0,1,2,0,0,0,0,0,0,1,0,0,TMC,BJP,45.13,38.99,6.14
88,WEST BENGAL,BIRBHUM,8,50,0,,,0,0,1,1,1,,1,0,0,TMC,BJP,45.13,38.99,6.14
89,WEST BENGAL,BIRBHUM,8,47,0,0,3,,0,0,0,0,0,1,0,0,TMC,BJP,45.13,38.99,6.14
90,WEST BENGAL,BIRBHUM,8,41,1,0,3,0,,2,1,,1,1,0,0,TMC,BJP,45.13,38.99,6.14
91,WEST BENGAL,BIRBHUM,8,26,1,1,,0,0,0,0,0,0,1,0,0,TMC,BJP,45.13,38.99,6.14
92,WEST BENGAL,BIRBHUM,8,32,1,0,4,,,1,1,1,,1,0,0,TMC,BJP,45.13,38.99,6.14
93,WEST BENGAL,BIRBHUM,8,73,1,1,,0,0,2,1,,1,1,0,0,TMC,BJP,45.13,38.99,6.14
94,WEST BENGAL,BIRBHUM,8,55,1,1,,0,0,0,0,0,0,1,0,0,TMC,BJP,45.13,38.99,6.14
95,WEST BENGAL,BIRBHUM,8,56,0,1,4,,,2,1,,1,1,0,0,TMC,BJP,45.13,38.99,6.14
96,WEST BENGAL,BIRBHUM,8,29,0,0,3,,0,1,1,1,,1,0,0,TMC,BJP,45.13,38.99,6.14
97,WEST BENGAL,BOLPUR (SC),9,33,1,1,3,0,0,2,1,,1,0,0,1,TMC,BJP,47.85,40.57,7.28
98,WEST BENGAL,BOLPUR (SC),9,27,1,1,3,0,0,1,1,1,,0,0,1,TMC,BJP,47.85,40.57,7.28
99,WEST BENGAL,BOLPUR (SC),9,30,0,1,3,0,0,0,0,0,0,0,0,1,TMC,BJP,47.85,40.57,7.28
100,WEST BENGAL,BOLPUR (SC),9,36,1,1,5,0,0,2,1,,1,0,0,1,TMC,BJP,47.85,40.57,7.28
101,WEST BENGAL,BOLPUR (SC),9,54,0,1,3,0,0,0,0,0,0,0,0,1,TMC,BJP,47.85,40.57,7.28
102,WEST BENGAL,BOLPUR (SC),9,28,0,1,4,0,0,0,0,0,0,0,0,1,TMC,BJP,47.85,40.57,7.28
103,WEST BENGAL,BOLPUR (SC),9,64,0,1,2,0,0,1,1,1,,0,0,1,TMC,BJP,47.85,40.57,7.28
104,WEST BENGAL,BOLPUR (SC),9,22,1,1,4,1,1,2,1,,1,0,0,1,TMC,BJP,47.85,40.57,7.28
105,WEST BENGAL,BOLPUR (SC),9,20,1,1,3,0,0,1,1,1,,0,0,1,TMC,BJP,47.85,40.57,7.28
106,WEST BENGAL,BOLPUR (SC),9,37,0,1,3,0,0,0,0,0,0,0,0,1,TMC,BJP,47.85,40.57,7.28
107,WEST BENGAL,BOLPUR (SC),9,25,1,1,4,0,0,2,1,,1,0,0,1,TMC,BJP,47.85,40.57,7.28
108,WEST BENGAL,BOLPUR (SC),9,32,0,1,4,0,0,1,1,1,,0,0,1,TMC,BJP,47.85,40.57,7.28
109,WEST BENGAL,DARJEELING,10,41,1,1,0,0,0,1,1,1,,0,1,0,BJP,TMC,59.19,26.56,32.63
110,WEST BENGAL,DARJEELING,10,22,0,1,1,0,,1,1,1,,0,1,0,BJP,TMC,59.19,26.56,32.63
111,WEST BENGAL,DARJEELING,10,50,1,1,1,0,0,0,0,0,0,0,1,0,BJP,TMC,59.19,26.56,32.63
112,WEST BENGAL,DARJEELING,10,38,0,1,0,0,0,2,1,,1,0,1,0,BJP,TMC,59.19,26.56,32.63
113,WEST BENGAL,DARJEELING,10,43,1,0,,0,0,2,1,,1,0,1,0,BJP,TMC,59.19,26.56,32.63
114,WEST BENGAL,DARJEELING,10,31,1,0,,,,0,0,0,0,0,1,0,BJP,TMC,59.19,26.56,32.63
115,WEST BENGAL,DARJEELING,10,51,0,0,1,,,2,1,,1,0,1,0,BJP,TMC,59.19,26.56,32.63
116,WEST BENGAL,DARJEELING,10,39,0,,,,,1,1,1,,0,1,0,BJP,TMC,59.19,26.56,32.63
117,WEST BENGAL,DARJEELING,10,35,0,0,1,0,0,0,0,0,0,0,1,0,BJP,TMC,59.19,26.56,32.63
118,WEST BENGAL,DARJEELING,10,29,1,0,2,,,2,1,,1,0,1,0,BJP,TMC,59.19,26.56,32.63
119,WEST BENGAL,DARJEELING,10,45,0,1,,1,1,1,1,1,,0,1,0,BJP,TMC,59.19,26.56,32.63
120,WEST BENGAL,DARJEELING,10,34,1,1,,0,0,0,0,0,0,0,1,0,BJP,TMC,59.19,26.56,32.63
121,WEST BENGAL,DARJEELING,11,34,1,,,,,2,1,,1,0,1,0,BJP,TMC,59.19,26.56,32.63
122,WEST BENGAL,DARJEELING,11,47,1,1,1,,,0,0,0,0,0,1,0,BJP,TMC,59.19,26.56,32.63
123,WEST BENGAL,DARJEELING,11,32,0,1,,0,0,1,1,1,,0,1,0,BJP,TMC,59.19,26.56,32.63
124,WEST BENGAL,DARJEELING,11,46,1,0,2,0,1,2,1,,1,0,1,0,BJP,TMC,59.19,26.56,32.63
125,WEST BENGAL,DARJEELING,11,61,0,1,2,0,0,1,1,1,,0,1,0,BJP,TMC,59.19,26.56,32.63
126,WEST BENGAL,DARJEELING,11,41,0,1,,0,,0,0,0,0,0,1,0,BJP,TMC,59.19,26.56,32.63
127,WEST BENGAL,DARJEELING,11,37,1,,,0,,2,1,,1,0,1,0,BJP,TMC,59.19,26.56,32.63
128,WEST BENGAL,DARJEELING,11,31,1,1,,,,1,1,1,,0,1,0,BJP,TMC,59.19,26.56,32.63
129,WEST BENGAL,DARJEELING,11,47,0,0,2,0,0,0,0,0,0,0,1,0,BJP,TMC,59.19,26.56,32.63
130,WEST BENGAL,DARJEELING,11,66,0,1,,0,0,1,1,1,,0,1,0,BJP,TMC,59.19,26.56,32.63
131,WEST BENGAL,DARJEELING,11,59,0,1,3,0,0,0,0,0,0,0,1,0,BJP,TMC,59.19,26.56,32.63
132,WEST BENGAL,DARJEELING,11,60,1,0,,0,0,2,1,,1,0,1,0,BJP,TMC,59.19,26.56,32.63
133,WEST BENGAL,DARJEELING,12,75,0,0,2,1,1,1,1,1,,0,1,0,BJP,TMC,59.19,26.56,32.63
134,WEST BENGAL,DARJEELING,12,44,1,1,2,1,0,2,1,,1,0,1,0,BJP,TMC,59.19,26.56,32.63
135,WEST BENGAL,DARJEELING,12,27,0,1,2,1,,1,1,1,,0,1,0,BJP,TMC,59.19,26.56,32.63
136,WEST BENGAL,DARJEELING,12,70,1,0,,0,0,1,1,1,,0,1,0,BJP,TMC,59.19,26.56,32.63
137,WEST BENGAL,DARJEELING,12,46,0,1,2,0,,0,0,0,0,0,1,0,BJP,TMC,59.19,26.56,32.63
138,WEST BENGAL,DARJEELING,12,55,1,1,,0,0,2,1,,1,0,1,0,BJP,TMC,59.19,26.56,32.63
139,WEST BENGAL,DARJEELING,12,52,1,0,1,0,1,0,0,0,0,0,1,0,BJP,TMC,59.19,26.56,32.63
140,WEST BENGAL,DARJEELING,12,61,1,1,,1,1,2,1,,1,0,1,0,BJP,TMC,59.19,26.56,32.63
141,WEST BENGAL,DARJEELING,12,31,0,0,2,0,0,0,0,0,0,0,1,0,BJP,TMC,59.19,26.56,32.63
142,WEST BENGAL,DARJEELING,12,23,0,1,,0,1,1,1,1,,0,1,0,BJP,TMC,59.19,26.56,32.63
143,WEST BENGAL,DARJEELING,12,26,0,0,,,,0,0,0,0,0,1,0,BJP,TMC,59.19,26.56,32.63
144,WEST BENGAL,DARJEELING,12,58,1,,,1,,2,1,,1,0,1,0,BJP,TMC,59.19,26.56,32.63
145,WEST BENGAL,DARJEELING,13,51,1,1,2,,,2,1,,1,0,1,0,BJP,TMC,59.19,26.56,32.63
146,WEST BENGAL,DARJEELING,13,41,1,0,,,,1,1,1,,0,1,0,BJP,TMC,59.19,26.56,32.63
147,WEST BENGAL,DARJEELING,13,66,0,0,0,,0,0,0,0,0,0,1,0,BJP,TMC,59.19,26.56,32.63
148,WEST BENGAL,DARJEELING,13,26,0,1,0,0,0,0,0,0,0,0,1,0,BJP,TMC,59.19,26.56,32.63
149,WEST BENGAL,DARJEELING,13,36,1,1,,,,2,1,,1,0,1,0,BJP,TMC,59.19,26.56,32.63
150,WEST BENGAL,DARJEELING,13,56,0,,3,,,0,0,0,0,0,1,0,BJP,TMC,59.19,26.56,32.63
151,WEST BENGAL,DARJEELING,13,64,0,1,3,1,0,1,1,1,,0,1,0,BJP,TMC,59.19,26.56,32.63
152,WEST BENGAL,DARJEELING,13,38,1,1,,0,,1,1,1,,0,1,0,BJP,TMC,59.19,26.56,32.63
153,WEST BENGAL,DARJEELING,13,53,0,1,2,0,0,2,1,,1,0,1,0,BJP,TMC,59.19,26.56,32.63
154,WEST BENGAL,DARJEELING,13,44,0,1,2,,,2,1,,1,0,1,0,BJP,TMC,59.19,26.56,32.63
155,WEST BENGAL,DARJEELING,13,35,1,0,,0,,1,1,1,,0,1,0,BJP,TMC,59.19,26.56,32.63
156,WEST BENGAL,DARJEELING,13,35,1,1,2,,,0,0,0,0,0,1,0,BJP,TMC,59.19,26.56,32.63
157,WEST BENGAL,DARJEELING,14,45,1,1,,,,1,1,1,,0,1,0,BJP,TMC,59.19,26.56,32.63
158,WEST BENGAL,DARJEELING,14,28,0,1,4,0,0,0,0,0,0,0,1,0,BJP,TMC,59.19,26.56,32.63
159,WEST BENGAL,DARJEELING,14,50,1,1,4,0,0,1,1,1,,0,1,0,BJP,TMC,59.19,26.56,32.63
160,WEST BENGAL,DARJEELING,14,43,0,,,0,,1,1,1,,0,1,0,BJP,TMC,59.19,26.56,32.63
161,WEST BENGAL,DARJEELING,14,37,0,0,2,1,1,0,0,0,0,0,1,0,BJP,TMC,59.19,26.56,32.63
162,WEST BENGAL,DARJEELING,14,44,0,1,3,,,2,1,,1,0,1,0,BJP,TMC,59.19,26.56,32.63
163,WEST BENGAL,DARJEELING,14,58,0,1,2,0,0,2,1,,1,0,1,0,BJP,TMC,59.19,26.56,32.63
164,WEST BENGAL,DARJEELING,14,34,0,1,1,,,2,1,,1,0,1,0,BJP,TMC,59.19,26.56,32.63
165,WEST BENGAL,DARJEELING,14,31,1,1,,,,0,0,0,0,0,1,0,BJP,TMC,59.19,26.56,32.63
166,WEST BENGAL,DARJEELING,14,32,1,1,0,0,0,0,0,0,0,0,1,0,BJP,TMC,59.19,26.56,32.63
167,WEST BENGAL,DARJEELING,14,46,1,0,,,0,1,1,1,,0,1,0,BJP,TMC,59.19,26.56,32.63
168,WEST BENGAL,DARJEELING,14,37,1,1,3,0,0,2,1,,1,0,1,0,BJP,TMC,59.19,26.56,32.63
169,WEST BENGAL,DARJEELING,15,42,1,1,,0,0,2,1,,1,0,1,0,BJP,TMC,59.19,26.56,32.63
170,WEST BENGAL,DARJEELING,15,35,1,1,3,,,0,0,0,0,0,1,0,BJP,TMC,59.19,26.56,32.63
171,WEST BENGAL,DARJEELING,15,47,0,1,,,,1,1,1,,0,1,0,BJP,TMC,59.19,26.56,32.63
172,WEST BENGAL,DARJEELING,15,36,0,1,,1,1,1,1,1,,0,1,0,BJP,TMC,59.19,26.56,32.63
173,WEST BENGAL,DARJEELING,15,42,0,1,2,1,1,2,1,,1,0,1,0,BJP,TMC,59.19,26.56,32.63
174,WEST BENGAL,DARJEELING,15,32,1,0,,0,,2,1,,1,0,1,0,BJP,TMC,59.19,26.56,32.63
175,WEST BENGAL,DARJEELING,15,38,1,,1,,,0,0,0,0,0,1,0,BJP,TMC,59.19,26.56,32.63
176,WEST BENGAL,DARJEELING,15,38,1,1,3,,,1,1,1,,0,1,0,BJP,TMC,59.19,26.56,32.63
177,WEST BENGAL,DARJEELING,15,41,0,0,,0,1,0,0,0,0,0,1,0,BJP,TMC,59.19,26.56,32.63
178,WEST BENGAL,DARJEELING,15,22,0,0,3,0,0,2,1,,1,0,1,0,BJP,TMC,59.19,26.56,32.63
179,WEST BENGAL,DARJEELING,15,59,1,1,3,,,0,0,0,0,0,1,0,BJP,TMC,59.19,26.56,32.63
180,WEST BENGAL,DARJEELING,15,58,0,1,4,0,0,1,1,1,,0,1,0,BJP,TMC,59.19,26.56,32.63
181,WEST BENGAL,DARJEELING,16,52,1,0,2,,,1,1,1,,0,1,0,BJP,TMC,59.19,26.56,32.63
182,WEST BENGAL,DARJEELING,16,38,0,1,2,,,0,0,0,0,0,1,0,BJP,TMC,59.19,26.56,32.63
183,WEST BENGAL,DARJEELING,16,39,1,0,,,0,2,1,,1,0,1,0,BJP,TMC,59.19,26.56,32.63
