resno,state,pc,psu_id,age,women,voted,list_activities,vio_mobilize,vio_demobilize,treatment,control_treat,control_mob,control_demob,contested,bjp_strong,tmc_strong,winner_pc,runnerup_pc,winner_vote,runnerup_vote,margin_pc
901,WEST BENGAL,PURULIA,76,22,1,1,3,0,0,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
902,WEST BENGAL,PURULIA,76,21,0,1,3,0,0,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
903,WEST BENGAL,PURULIA,76,18,0,1,3,0,0,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
904,WEST BENGAL,PURULIA,76,18,0,1,2,0,0,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
905,WEST BENGAL,PURULIA,76,20,1,1,2,0,0,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
906,WEST BENGAL,PURULIA,76,29,0,1,3,0,0,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
907,WEST BENGAL,PURULIA,76,21,1,1,2,0,0,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
908,WEST BENGAL,PURULIA,76,69,1,1,3,0,0,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
909,WEST BENGAL,PURULIA,76,31,0,1,3,0,0,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
910,WEST BENGAL,PURULIA,76,25,1,1,3,0,0,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
911,WEST BENGAL,PURULIA,76,18,0,1,3,0,0,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
912,WEST BENGAL,PURULIA,76,38,1,1,3,0,0,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
913,WEST BENGAL,PURULIA,77,22,1,0,,,1,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
914,WEST BENGAL,PURULIA,77,39,0,1,3,,,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
915,WEST BENGAL,PURULIA,77,30,1,,3,,,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
916,WEST BENGAL,PURULIA,77,40,0,1,,0,0,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
917,WEST BENGAL,PURULIA,77,29,1,1,,,0,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
918,WEST BENGAL,PURULIA,77,21,1,1,,0,,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
919,WEST BENGAL,PURULIA,77,57,0,1,3,1,1,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
920,WEST BENGAL,PURULIA,77,27,0,0,,1,1,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
921,WEST BENGAL,PURULIA,77,48,0,0,3,0,0,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
922,WEST BENGAL,PURULIA,77,38,1,,2,,,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
923,WEST BENGAL,PURULIA,77,47,0,1,4,0,0,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
924,WEST BENGAL,PURULIA,77,34,1,,3,,,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
925,WEST BENGAL,PURULIA,78,48,0,1,3,0,0,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
926,WEST BENGAL,PURULIA,78,30,1,1,3,0,0,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
927,WEST BENGAL,PURULIA,78,35,1,1,2,0,0,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
928,WEST BENGAL,PURULIA,78,45,1,1,2,0,0,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
929,WEST BENGAL,PURULIA,78,59,1,1,3,1,1,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
930,WEST BENGAL,PURULIA,78,18,0,1,3,0,0,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
931,WEST BENGAL,PURULIA,78,36,0,1,3,0,0,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
932,WEST BENGAL,PURULIA,78,29,0,1,3,0,0,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
933,WEST BENGAL,PURULIA,78,32,1,1,2,0,0,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
934,WEST BENGAL,PURULIA,78,40,0,1,2,0,0,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
935,WEST BENGAL,PURULIA,78,19,0,1,1,0,0,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
936,WEST BENGAL,PURULIA,78,35,1,1,2,0,0,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
937,WEST BENGAL,PURULIA,79,36,0,1,3,0,0,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
938,WEST BENGAL,PURULIA,79,44,0,0,3,,,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
939,WEST BENGAL,PURULIA,79,36,0,1,3,,,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
940,WEST BENGAL,PURULIA,79,19,0,1,,0,0,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
941,WEST BENGAL,PURULIA,79,45,1,0,2,,,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
942,WEST BENGAL,PURULIA,79,25,0,1,2,,,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
943,WEST BENGAL,PURULIA,79,36,1,,3,0,,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
944,WEST BENGAL,PURULIA,79,21,1,1,2,,,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
945,WEST BENGAL,PURULIA,79,38,1,,3,,,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
946,WEST BENGAL,PURULIA,79,45,0,1,2,,,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
947,WEST BENGAL,PURULIA,79,32,1,,2,,0,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
948,WEST BENGAL,PURULIA,79,45,1,1,,0,,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
949,WEST BENGAL,JHARGRAM (ST),80,18,1,1,3,0,0,1,1,1,,1,0,0,BJP,TMC,44.56,43.72,0.84
950,WEST BENGAL,JHARGRAM (ST),80,26,1,,3,,,2,1,,1,1,0,0,BJP,TMC,44.56,43.72,0.84
951,WEST BENGAL,JHARGRAM (ST),80,36,0,,2,0,,0,0,0,0,1,0,0,BJP,TMC,44.56,43.72,0.84
952,WEST BENGAL,JHARGRAM (ST),80,32,0,1,3,0,,2,1,,1,1,0,0,BJP,TMC,44.56,43.72,0.84
953,WEST BENGAL,JHARGRAM (ST),80,65,1,,3,,,0,0,0,0,1,0,0,BJP,TMC,44.56,43.72,0.84
954,WEST BENGAL,JHARGRAM (ST),80,42,1,,2,,,0,0,0,0,1,0,0,BJP,TMC,44.56,43.72,0.84
955,WEST BENGAL,JHARGRAM (ST),80,38,0,1,4,,0,2,1,,1,1,0,0,BJP,TMC,44.56,43.72,0.84
956,WEST BENGAL,JHARGRAM (ST),80,32,0,1,4,0,0,1,1,1,,1,0,0,BJP,TMC,44.56,43.72,0.84
957,WEST BENGAL,JHARGRAM (ST),80,26,1,1,2,0,0,1,1,1,,1,0,0,BJP,TMC,44.56,43.72,0.84
958,WEST BENGAL,JHARGRAM (ST),80,71,0,1,,0,0,0,0,0,0,1,0,0,BJP,TMC,44.56,43.72,0.84
959,WEST BENGAL,JHARGRAM (ST),80,43,0,1,,0,0,1,1,1,,1,0,0,BJP,TMC,44.56,43.72,0.84
960,WEST BENGAL,JHARGRAM (ST),80,20,1,1,,1,1,2,1,,1,1,0,0,BJP,TMC,44.56,43.72,0.84
961,WEST BENGAL,PURULIA,81,25,0,1,3,0,0,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
962,WEST BENGAL,PURULIA,81,40,0,1,,0,0,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
963,WEST BENGAL,PURULIA,81,45,1,1,4,0,0,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
964,WEST BENGAL,PURULIA,81,60,0,1,3,0,0,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
965,WEST BENGAL,PURULIA,81,42,1,1,3,0,0,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
966,WEST BENGAL,PURULIA,81,54,0,1,3,0,0,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
967,WEST BENGAL,PURULIA,81,25,1,1,3,0,0,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
968,WEST BENGAL,PURULIA,81,28,0,1,,0,0,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
969,WEST BENGAL,PURULIA,81,58,0,1,4,0,0,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
970,WEST BENGAL,PURULIA,81,51,1,1,4,0,0,0,0,0,0,0,1,0,BJP,TMC,49.3,34.19,15.11
971,WEST BENGAL,PURULIA,81,45,1,1,4,0,0,2,1,,1,0,1,0,BJP,TMC,49.3,34.19,15.11
972,WEST BENGAL,PURULIA,81,51,1,1,,0,0,1,1,1,,0,1,0,BJP,TMC,49.3,34.19,15.11
973,WEST BENGAL,JADAVPUR,82,42,0,1,2,0,0,1,1,1,,0,0,1,TMC,BJP,47.91,27.37,20.54
974,WEST BENGAL,JADAVPUR,82,33,0,1,3,,0,2,1,,1,0,0,1,TMC,BJP,47.91,27.37,20.54
975,WEST BENGAL,JADAVPUR,82,22,0,1,1,0,,2,1,,1,0,0,1,TMC,BJP,47.91,27.37,20.54
976,WEST BENGAL,JADAVPUR,82,34,0,1,3,1,,0,0,0,0,0,0,1,TMC,BJP,47.91,27.37,20.54
977,WEST BENGAL,JADAVPUR,82,24,1,1,1,,,1,1,1,,0,0,1,TMC,BJP,47.91,27.37,20.54
978,WEST BENGAL,JADAVPUR,82,23,0,1,2,0,1,0,0,0,0,0,0,1,TMC,BJP,47.91,27.37,20.54
979,WEST BENGAL,JADAVPUR,82,65,1,1,0,,,0,0,0,0,0,0,1,TMC,BJP,47.91,27.37,20.54
980,WEST BENGAL,JADAVPUR,82,71,0,0,2,0,0,1,1,1,,0,0,1,TMC,BJP,47.91,27.37,20.54
981,WEST BENGAL,JADAVPUR,82,47,1,1,2,0,0,2,1,,1,0,0,1,TMC,BJP,47.91,27.37,20.54
982,WEST BENGAL,JADAVPUR,82,47,1,1,2,0,,1,1,1,,0,0,1,TMC,BJP,47.91,27.37,20.54
983,WEST BENGAL,JADAVPUR,82,44,1,1,3,0,,0,0,0,0,0,0,1,TMC,BJP,47.91,27.37,20.54
984,WEST BENGAL,JADAVPUR,82,36,1,1,2,0,0,2,1,,1,0,0,1,TMC,BJP,47.91,27.37,20.54
985,WEST BENGAL,JADAVPUR,83,38,0,1,5,0,0,1,1,1,,0,0,1,TMC,BJP,47.91,27.37,20.54
986,WEST BENGAL,JADAVPUR,83,93,0,1,4,0,0,1,1,1,,0,0,1,TMC,BJP,47.91,27.37,20.54
987,WEST BENGAL,JADAVPUR,83,26,0,1,5,0,0,2,1,,1,0,0,1,TMC,BJP,47.91,27.37,20.54
988,WEST BENGAL,JADAVPUR,83,42,0,1,3,0,0,0,0,0,0,0,0,1,TMC,BJP,47.91,27.37,20.54
989,WEST BENGAL,JADAVPUR,83,50,1,1,2,0,0,2,1,,1,0,0,1,TMC,BJP,47.91,27.37,20.54
990,WEST BENGAL,JADAVPUR,83,62,0,1,4,0,0,2,1,,1,0,0,1,TMC,BJP,47.91,27.37,20.54
991,WEST BENGAL,JADAVPUR,83,38,1,1,3,0,0,0,0,0,0,0,0,1,TMC,BJP,47.91,27.37,20.54
992,WEST BENGAL,JADAVPUR,83,59,0,1,5,0,0,1,1,1,,0,0,1,TMC,BJP,47.91,27.37,20.54
993,WEST BENGAL,JADAVPUR,83,70,1,1,3,0,0,0,0,0,0,0,0,1,TMC,BJP,47.91,27.37,20.54
994,WEST BENGAL,JADAVPUR,83,78,1,1,5,0,0,2,1,,1,0,0,1,TMC,BJP,47.91,27.37,20.54
995,WEST BENGAL,JADAVPUR,83,71,1,1,4,0,,1,1,1,,0,0,1,TMC,BJP,47.91,27.37,20.54
996,WEST BENGAL,JADAVPUR,83,25,1,1,,0,0,0,0,0,0,0,0,1,TMC,BJP,47.91,27.37,20.54
997,WEST BENGAL,MATHURAPUR (SC),84,32,1,1,5,0,0,1,1,1,,0,0,1,TMC,BJP,51.84,37.29,14.55
998,WEST BENGAL,MATHURAPUR (SC),84,42,1,1,4,,,1,1,1,,0,0,1,TMC,BJP,51.84,37.29,14.55
999,WEST BENGAL,MATHURAPUR (SC),84,32,1,1,4,1,0,2,1,,1,0,0,1,TMC,BJP,51.84,37.29,14.55
1000,WEST BENGAL,MATHURAPUR (SC),84,40,1,1,4,0,0,1,1,1,,0,0,1,TMC,BJP,51.84,37.29,14.55
1001,WEST BENGAL,MATHURAPUR (SC),84,51,0,1,5,1,0,2,1,,1,0,0,1,TMC,BJP,51.84,37.29,14.55
1002,WEST BENGAL,MATHURAPUR (SC),84,22,1,1,4,0,0,2,1,,1,0,0,1,TMC,BJP,51.84,37.29,14.55
1003,WEST BENGAL,MATHURAPUR (SC),84,27,0,1,4,0,0,0,0,0,0,0,0,1,TMC,BJP,51.84,37.29,14.55
1004,WEST BENGAL,MATHURAPUR (SC),84,50,0,1,4,0,0,0,0,0,0,0,0,1,TMC,BJP,51.84,37.29,14.55
1005,WEST BENGAL,MATHURAPUR (SC),84,62,1,0,3,,,0,0,0,0,0,0,1,TMC,BJP,51.84,37.29,14.55
1006,WEST BENGAL,MATHURAPUR (SC),84,50,0,1,4,1,0,1,1,1,,0,0,1,TMC,BJP,51.84,37.29,14.55
1007,WEST BENGAL,MATHURAPUR (SC),84,60,0,1,4,1,0,0,0,0,0,0,0,1,TMC,BJP,51.84,37.29,14.55
1008,WEST BENGAL,MATHURAPUR (SC),84,52,0,1,5,0,0,2,1,,1,0,0,1,TMC,BJP,51.84,37.29,14.55
1009,WEST BENGAL,MATHURAPUR (SC),85,26,1,1,3,0,0,0,0,0,0,0,0,1,TMC,BJP,51.84,37.29,14.55
1010,WEST BENGAL,MATHURAPUR (SC),85,29,1,1,3,0,0,0,0,0,0,0,0,1,TMC,BJP,51.84,37.29,14.55
1011,WEST BENGAL,MATHURAPUR (SC),85,54,1,1,3,0,,1,1,1,,0,0,1,TMC,BJP,51.84,37.29,14.55
1012,WEST BENGAL,MATHURAPUR (SC),85,40,1,1,4,0,,2,1,,1,0,0,1,TMC,BJP,51.84,37.29,14.55
1013,WEST BENGAL,MATHURAPUR (SC),85,23,0,1,3,0,0,0,0,0,0,0,0,1,TMC,BJP,51.84,37.29,14.55
1014,WEST BENGAL,MATHURAPUR (SC),85,35,0,1,5,0,0,2,1,,1,0,0,1,TMC,BJP,51.84,37.29,14.55
1015,WEST BENGAL,MATHURAPUR (SC),85,48,1,1,4,0,0,1,1,1,,0,0,1,TMC,BJP,51.84,37.29,14.55
1016,WEST BENGAL,MATHURAPUR (SC),85,24,0,1,5,0,0,2,1,,1,0,0,1,TMC,BJP,51.84,37.29,14.55
1017,WEST BENGAL,MATHURAPUR (SC),85,39,0,1,5,0,0,1,1,1,,0,0,1,TMC,BJP,51.84,37.29,14.55
1018,WEST BENGAL,MATHURAPUR (SC),85,70,1,1,4,0,0,2,1,,1,0,0,1,TMC,BJP,51.84,37.29,14.55
1019,WEST BENGAL,MATHURAPUR (SC),85,33,0,1,5,0,0,1,1,1,,0,0,1,TMC,BJP,51.84,37.29,14.55
1020,WEST BENGAL,MATHURAPUR (SC),85,52,0,1,4,0,0,0,0,0,0,0,0,1,TMC,BJP,51.84,37.29,14.55
1021,WEST BENGAL,JAYNAGAR (SC),86,34,1,1,5,1,0,1,1,1,,0,0,1,TMC,BJP,56.13,32.77,23.36
1022,WEST BENGAL,JAYNAGAR (SC),86,25,1,1,5,0,0,2,1,,1,0,0,1,TMC,BJP,56.13,32.77,23.36
1023,WEST BENGAL,JAYNAGAR (SC),86,37,1,1,5,0,0,2,1,,1,0,0,1,TMC,BJP,56.13,32.77,23.36
1024,WEST BENGAL,JAYNAGAR (SC),86,58,0,1,4,0,0,0,0,0,0,0,0,1,TMC,BJP,56.13,32.77,23.36
1025,WEST BENGAL,JAYNAGAR (SC),86,46,1,1,4,0,0,1,1,1,,0,0,1,TMC,BJP,56.13,32.77,23.36
1026,WEST BENGAL,JAYNAGAR (SC),86,23,0,0,5,0,0,1,1,1,,0,0,1,TMC,BJP,56.13,32.77,23.36
1027,WEST BENGAL,JAYNAGAR (SC),86,48,0,1,4,0,0,0,0,0,0,0,0,1,TMC,BJP,56.13,32.77,23.36
1028,WEST BENGAL,JAYNAGAR (SC),86,30,0,1,5,0,1,2,1,,1,0,0,1,TMC,BJP,56.13,32.77,23.36
1029,WEST BENGAL,JAYNAGAR (SC),86,68,1,1,3,0,0,0,0,0,0,0,0,1,TMC,BJP,56.13,32.77,23.36
1030,WEST BENGAL,JAYNAGAR (SC),86,40,0,1,4,,0,2,1,,1,0,0,1,TMC,BJP,56.13,32.77,23.36
1031,WEST BENGAL,JAYNAGAR (SC),86,53,1,1,4,0,0,1,1,1,,0,0,1,TMC,BJP,56.13,32.77,23.36
1032,WEST BENGAL,JAYNAGAR (SC),86,43,0,1,4,0,0,0,0,0,0,0,0,1,TMC,BJP,56.13,32.77,23.36
1033,WEST BENGAL,MATHURAPUR (SC),87,50,0,1,1,0,0,0,0,0,0,0,0,1,TMC,BJP,51.84,37.29,14.55
1034,WEST BENGAL,MATHURAPUR (SC),87,26,1,1,2,1,1,1,1,1,,0,0,1,TMC,BJP,51.84,37.29,14.55
1035,WEST BENGAL,MATHURAPUR (SC),87,51,0,1,3,1,1,1,1,1,,0,0,1,TMC,BJP,51.84,37.29,14.55
1036,WEST BENGAL,MATHURAPUR (SC),87,35,1,1,2,0,0,0,0,0,0,0,0,1,TMC,BJP,51.84,37.29,14.55
1037,WEST BENGAL,MATHURAPUR (SC),87,29,1,1,4,0,0,2,1,,1,0,0,1,TMC,BJP,51.84,37.29,14.55
1038,WEST BENGAL,MATHURAPUR (SC),87,45,0,1,3,0,0,2,1,,1,0,0,1,TMC,BJP,51.84,37.29,14.55
1039,WEST BENGAL,MATHURAPUR (SC),87,50,0,1,4,,,0,0,0,0,0,0,1,TMC,BJP,51.84,37.29,14.55
1040,WEST BENGAL,MATHURAPUR (SC),87,42,1,1,3,0,0,1,1,1,,0,0,1,TMC,BJP,51.84,37.29,14.55
1041,WEST BENGAL,MATHURAPUR (SC),87,54,1,1,1,0,0,2,1,,1,0,0,1,TMC,BJP,51.84,37.29,14.55
1042,WEST BENGAL,MATHURAPUR (SC),87,35,1,1,,0,0,1,1,1,,0,0,1,TMC,BJP,51.84,37.29,14.55
1043,WEST BENGAL,MATHURAPUR (SC),87,23,0,1,1,0,0,2,1,,1,0,0,1,TMC,BJP,51.84,37.29,14.55
1044,WEST BENGAL,MATHURAPUR (SC),87,72,0,1,,0,1,0,0,0,0,0,0,1,TMC,BJP,51.84,37.29,14.55
1045,WEST BENGAL,MATHURAPUR (SC),88,21,1,1,4,,,2,1,,1,0,0,1,TMC,BJP,51.84,37.29,14.55
1046,WEST BENGAL,MATHURAPUR (SC),88,65,1,1,,1,0,1,1,1,,0,0,1,TMC,BJP,51.84,37.29,14.55
1047,WEST BENGAL,MATHURAPUR (SC),88,62,0,0,4,0,0,1,1,1,,0,0,1,TMC,BJP,51.84,37.29,14.55
1048,WEST BENGAL,MATHURAPUR (SC),88,38,1,1,4,0,0,1,1,1,,0,0,1,TMC,BJP,51.84,37.29,14.55
1049,WEST BENGAL,MATHURAPUR (SC),88,28,1,1,3,0,0,0,0,0,0,0,0,1,TMC,BJP,51.84,37.29,14.55
1050,WEST BENGAL,MATHURAPUR (SC),88,80,0,1,4,0,0,2,1,,1,0,0,1,TMC,BJP,51.84,37.29,14.55
1051,WEST BENGAL,MATHURAPUR (SC),88,20,0,0,,,,2,1,,1,0,0,1,TMC,BJP,51.84,37.29,14.55
1052,WEST BENGAL,MATHURAPUR (SC),88,55,1,1,3,0,0,0,0,0,0,0,0,1,TMC,BJP,51.84,37.29,14.55
1053,WEST BENGAL,MATHURAPUR (SC),88,62,1,1,2,0,0,0,0,0,0,0,0,1,TMC,BJP,51.84,37.29,14.55
1054,WEST BENGAL,MATHURAPUR (SC),88,27,0,1,5,0,0,1,1,1,,0,0,1,TMC,BJP,51.84,37.29,14.55
1055,WEST BENGAL,MATHURAPUR (SC),88,90,0,1,,0,0,2,1,,1,0,0,1,TMC,BJP,51.84,37.29,14.55
1056,WEST BENGAL,MATHURAPUR (SC),88,50,0,1,4,1,0,0,0,0,0,0,0,1,TMC,BJP,51.84,37.29,14.55
1057,WEST BENGAL,DIAMOND HARBOUR,89,34,1,1,1,0,0,0,0,0,0,0,0,1,TMC,BJP,56.15,33.39,22.76
1058,WEST BENGAL,DIAMOND HARBOUR,89,31,0,1,2,0,0,1,1,1,,0,0,1,TMC,BJP,56.15,33.39,22.76
1059,WEST BENGAL,DIAMOND HARBOUR,89,38,0,1,2,0,0,1,1,1,,0,0,1,TMC,BJP,56.15,33.39,22.76
1060,WEST BENGAL,DIAMOND HARBOUR,89,41,1,1,2,0,0,2,1,,1,0,0,1,TMC,BJP,56.15,33.39,22.76
1061,WEST BENGAL,DIAMOND HARBOUR,89,24,1,0,2,1,1,0,0,0,0,0,0,1,TMC,BJP,56.15,33.39,22.76
1062,WEST BENGAL,DIAMOND HARBOUR,89,52,1,1,1,,0,2,1,,1,0,0,1,TMC,BJP,56.15,33.39,22.76
1063,WEST BENGAL,DIAMOND HARBOUR,89,71,0,1,2,,0,2,1,,1,0,0,1,TMC,BJP,56.15,33.39,22.76
1064,WEST BENGAL,DIAMOND HARBOUR,89,64,0,1,3,0,,0,0,0,0,0,0,1,TMC,BJP,56.15,33.39,22.76
1065,WEST BENGAL,DIAMOND HARBOUR,89,27,1,1,2,,,1,1,1,,0,0,1,TMC,BJP,56.15,33.39,22.76
1066,WEST BENGAL,DIAMOND HARBOUR,89,43,1,1,2,,0,1,1,1,,0,0,1,TMC,BJP,56.15,33.39,22.76
1067,WEST BENGAL,DIAMOND HARBOUR,89,65,0,1,2,0,0,0,0,0,0,0,0,1,TMC,BJP,56.15,33.39,22.76
1068,WEST BENGAL,DIAMOND HARBOUR,89,22,0,1,0,0,0,2,1,,1,0,0,1,TMC,BJP,56.15,33.39,22.76
1069,WEST BENGAL,JAYNAGAR (SC),90,43,0,1,2,0,0,2,1,,1,0,0,1,TMC,BJP,56.13,32.77,23.36
1070,WEST BENGAL,JAYNAGAR (SC),90,23,0,1,3,,,2,1,,1,0,0,1,TMC,BJP,56.13,32.77,23.36
1071,WEST BENGAL,JAYNAGAR (SC),90,23,1,1,2,,0,0,0,0,0,0,0,1,TMC,BJP,56.13,32.77,23.36
1072,WEST BENGAL,JAYNAGAR (SC),90,51,0,1,2,,0,0,0,0,0,0,0,1,TMC,BJP,56.13,32.77,23.36
1073,WEST BENGAL,JAYNAGAR (SC),90,27,1,1,3,,,1,1,1,,0,0,1,TMC,BJP,56.13,32.77,23.36
1074,WEST BENGAL,JAYNAGAR (SC),90,21,0,1,2,,0,1,1,1,,0,0,1,TMC,BJP,56.13,32.77,23.36
1075,WEST BENGAL,JAYNAGAR (SC),90,53,1,1,2,1,,2,1,,1,0,0,1,TMC,BJP,56.13,32.77,23.36
1076,WEST BENGAL,JAYNAGAR (SC),90,50,0,1,1,,1,0,0,0,0,0,0,1,TMC,BJP,56.13,32.77,23.36
1077,WEST BENGAL,JAYNAGAR (SC),90,72,1,1,1,,,1,1,1,,0,0,1,TMC,BJP,56.13,32.77,23.36
1078,WEST BENGAL,JAYNAGAR (SC),90,26,0,1,4,,,1,1,1,,0,0,1,TMC,BJP,56.13,32.77,23.36
1079,WEST BENGAL,JAYNAGAR (SC),90,41,1,1,2,0,0,0,0,0,0,0,0,1,TMC,BJP,56.13,32.77,23.36
1080,WEST BENGAL,JAYNAGAR (SC),90,40,1,1,2,,0,2,1,,1,0,0,1,TMC,BJP,56.13,32.77,23.36
